asset_criticality,vulnerability_count,critical_vulnerability_count,avg_cvss,max_cvss,exploitability,external_exposure,control_effectiveness,threat_likelihood,historical_incidents,unresolved_vuln_age_days,environment_cloud,residual_risk,inherent_risk,incident_occurrence,latent_probability,synthetic,dataset_label,feature_version,seed
4.0,1.0,1.0,5.312517726124454,7.295911402603675,0.5840585898602894,0.4,0.8725610781660229,0.7957072794924042,0.0,82.90985608953848,1.0,17.682530102030334,68.45121952874138,1,0.4925489288616241,True,synthetic_demonstration,v1,26105
2.0,5.0,1.0,5.27811707208451,5.640826876961782,0.6810558313420906,1.0,0.13742661152540275,0.04832453830038325,1.0,3.1372373901832997,0.0,38.61096917480398,43.71775462406568,0,0.6535571938456676,True,synthetic_demonstration,v1,26105
3.0,4.0,1.0,4.335711282554583,4.828976970375843,0.06402826142722824,0.4,0.6765529428801221,0.4288819396672648,0.0,90.84330685833045,1.0,15.982286265539715,37.61157442403497,0,0.36127466880617437,True,synthetic_demonstration,v1,26105
3.0,3.0,0.0,6.694738346039021,8.318595730781267,0.8307909218965175,0.7,0.6431445053562542,0.6165734469668622,0.0,22.441219735774506,1.0,30.75817765583949,67.84984369125311,1,0.5501198422159429,True,synthetic_demonstration,v1,26105
5.0,5.0,0.0,5.187175598250078,6.411341757101872,0.4812424943604488,1.0,0.5259924407738592,0.05795026880418227,0.0,35.699356752092065,0.0,29.889746354703952,54.0593217671576,1,0.5488695165824672,True,synthetic_demonstration,v1,26105
4.0,2.0,2.0,3.3536778930261546,5.602106067030058,0.479239665779019,0.2,0.24354802094003059,0.26424608114310016,0.0,8.627981095891835,0.0,35.07337674120106,44.22960448448398,1,0.5663606913038972,True,synthetic_demonstration,v1,26105
5.0,3.0,2.0,4.836109088153009,5.888954944759469,0.43784586779848983,0.2,0.4040481760558871,0.4304128681768282,1.0,11.735213070407076,1.0,35.46114632857194,54.01059708115123,0,0.5808113081625071,True,synthetic_demonstration,v1,26105
3.0,6.0,1.0,4.215270543017079,6.404308355972709,0.5286359817912434,0.4,0.557872097391921,0.24809754127284206,0.0,43.77077497027887,1.0,22.556832995309144,42.89931348933055,0,0.4586755192576689,True,synthetic_demonstration,v1,26105
4.0,2.0,0.0,0.8064517221363134,3.0540050404973536,0.44189254421200413,1.0,0.4116806737656333,0.06874438919379566,0.0,20.228511882946172,1.0,31.49814959076267,48.45336722708296,1,0.5382082780767585,True,synthetic_demonstration,v1,26105
2.0,5.0,0.0,2.7698719382187966,4.727270473056872,0.4895037205757327,1.0,0.4158782676080048,0.20136899076354695,0.0,14.905232680708563,1.0,28.630734505202998,44.285507691117466,1,0.5037580206049513,True,synthetic_demonstration,v1,26105
1.0,4.0,0.0,4.35872563771195,6.815723764427682,0.4813014375635544,1.0,0.262602245291292,0.574520750040871,0.0,47.84444356398832,0.0,40.50232315145411,52.14076219051934,1,0.5678113472558431,True,synthetic_demonstration,v1,26105
3.0,3.0,1.0,4.473979729646525,6.571014784529807,0.2341263939370934,0.4,0.20021796791335844,0.2447393497223144,0.0,14.773677436988295,0.0,29.391238602061637,35.419037088708336,1,0.4760495194202478,True,synthetic_demonstration,v1,26105
3.0,3.0,2.0,6.1714434358531065,6.7463197511267765,0.4446152863419767,0.2,0.5000524198204855,0.5038117247842343,1.0,20.459256691760853,0.0,26.87847272363332,46.748792525997615,0,0.508927832717249,True,synthetic_demonstration,v1,26105
2.0,7.0,1.0,3.7133601028430165,5.165796786130041,0.5899022887920253,0.7,0.2569019117554044,0.27690291077797957,0.0,89.93168758498885,0.0,35.12594659502875,44.939159097029915,0,0.5872710584790471,True,synthetic_demonstration,v1,26105
4.0,0.0,0.0,3.2670307738195765,5.127271662291185,0.3828409604591069,0.7,0.23791503951115622,0.6690913991729195,0.0,18.042362085260763,1.0,50.64993813727183,63.489222982529846,1,0.5950043754326608,True,synthetic_demonstration,v1,26105
1.0,8.0,0.0,5.248830148621288,7.59987043011494,0.6084054943426566,1.0,0.058625466069050634,0.18697834408540687,0.0,23.441908612498985,1.0,39.67368994164151,41.75437940155565,1,0.5907132862082951,True,synthetic_demonstration,v1,26105
2.0,3.0,0.0,6.139134738614437,6.652070261968858,0.4469775068844214,1.0,0.3332610685740391,0.33879968900846713,0.0,44.96600231196587,1.0,34.4261895916377,48.03242678740689,1,0.5400189929233051,True,synthetic_demonstration,v1,26105
3.0,2.0,2.0,2.8168995650426893,3.2472542246599825,0.30099402015037235,1.0,0.270699117482702,0.2048106169421367,0.0,31.647905051371374,0.0,34.40956868454643,44.6932220967341,1,0.6297599727676202,True,synthetic_demonstration,v1,26105
3.0,6.0,1.0,3.873850539600359,5.251032612920855,0.637185840305469,0.4,0.5908631551353055,0.4422947483567354,0.0,59.656853907360315,0.0,26.087913917948974,52.409962200122465,1,0.5024713561328015,True,synthetic_demonstration,v1,26105
4.0,1.0,0.0,4.837974250928308,5.239398942045755,0.3898189792918915,0.7,0.572524800346556,0.13295902768850354,1.0,59.48956862208957,0.0,23.04909840673612,44.89904045139491,0,0.45912935914799524,True,synthetic_demonstration,v1,26105
3.0,4.0,0.0,6.412583176708476,7.001290604257644,0.6700620992059172,0.4,0.7480247223989784,0.4956139119335185,0.0,35.574454476328775,1.0,20.065548116330454,55.098039397821076,1,0.420488492276825,True,synthetic_demonstration,v1,26105
2.0,2.0,0.0,6.307532464071548,8.37050843131852,0.6405213372998757,0.2,0.6433028532836006,0.23758957061026645,1.0,7.638228769759436,0.0,16.91707534439984,37.32866840385623,1,0.35387730247333027,True,synthetic_demonstration,v1,26105
3.0,2.0,0.0,5.321354814827107,6.7340909356054635,0.24327824275463647,0.2,0.45992355841966726,0.5627324087776484,0.0,76.00464213701437,1.0,26.6633970029977,43.77759037608361,1,0.3829002849271452,True,synthetic_demonstration,v1,26105
4.0,5.0,0.0,7.149684516881118,8.46623388241791,0.31793701786178147,0.4,0.2683720512850482,0.22620624719719,1.0,8.411351912579445,0.0,32.31541063113688,41.86564409844619,0,0.4676995027955676,True,synthetic_demonstration,v1,26105
1.0,3.0,0.0,3.3462645737554597,3.920638623647889,0.8671393058866885,0.7,0.5543099180688974,0.37821873731195604,0.0,40.78200491925993,1.0,26.661897714097584,50.41613845308568,0,0.4964224514609308,True,synthetic_demonstration,v1,26105
3.0,4.0,2.0,6.568266148413409,7.2952214955112575,0.8320737813237251,0.2,0.5165201224528924,0.5438932914190137,0.0,14.151728653594692,0.0,32.44474433939155,57.8381097327586,1,0.5823666402112221,True,synthetic_demonstration,v1,26105
3.0,2.0,1.0,7.123777650006523,7.134487484973125,0.20700562357295252,0.7,0.3197132434089066,0.3645935692365869,1.0,23.824308829729645,1.0,31.63193369797987,43.43591551260435,0,0.5256886926439954,True,synthetic_demonstration,v1,26105
3.0,6.0,0.0,4.231726629923519,6.623349765906917,0.37226001545602994,0.4,0.0429978704473217,0.39066955768288,0.0,71.23538730798444,0.0,42.372547893462716,43.97993490530155,0,0.5302607146050183,True,synthetic_demonstration,v1,26105
5.0,4.0,1.0,5.711192478359762,6.3169248353323315,0.3158449133262987,0.2,0.2313957297363637,0.5434975228861672,1.0,9.465957225345363,0.0,44.11680860107641,54.91853613417332,0,0.5639191019075731,True,synthetic_demonstration,v1,26105
5.0,2.0,1.0,4.453782313669452,6.675860047749564,0.15453620123549344,1.0,0.35879507047747233,0.1236411295203612,0.0,69.94562614755957,0.0,33.49380271311659,48.190844564099976,1,0.5840921517038954,True,synthetic_demonstration,v1,26105
5.0,2.0,0.0,0.8865570458811947,3.054179959822856,0.6158930028553194,0.7,0.2150338416645183,0.3213817058301627,0.0,22.477586160092713,1.0,50.78677323632415,62.14568477543868,1,0.6367036415276023,True,synthetic_demonstration,v1,26105
2.0,1.0,1.0,5.987837237930721,8.371548361899848,0.21845658819433764,0.2,0.63734022510259,0.25205276788455816,0.0,147.96887832052914,1.0,12.502849514984307,27.283261580817975,0,0.33238294500422366,True,synthetic_demonstration,v1,26105
1.0,1.0,1.0,2.490244279047806,3.1743016215664324,0.2719395655586381,0.2,0.230938646183318,0.2431765645636242,0.0,21.01625704003591,0.0,18.73403102701412,23.3096688986928,0,0.3812646129076003,True,synthetic_demonstration,v1,26105
2.0,4.0,0.0,7.602277428000754,7.959270757709375,0.7012062832616602,1.0,0.6208290744946957,0.5492302876736425,0.0,9.958061466858947,0.0,29.165753397297408,61.753217150119,0,0.5411098185350196,True,synthetic_demonstration,v1,26105
3.0,3.0,2.0,5.36015300316539,7.11995162945853,0.5678493560960856,1.0,0.8222106037660013,0.8384882042845229,1.0,100.87359417383021,0.0,22.145437407755008,73.54332105236044,1,0.6482994181084497,True,synthetic_demonstration,v1,26105
5.0,3.0,0.0,3.9020029693915728,5.899987223557229,0.2063594803784187,0.2,0.17496678039702024,0.6138109587451546,1.0,46.38026390492641,1.0,46.51586086209432,54.64237056554088,1,0.5213884697271153,True,synthetic_demonstration,v1,26105
1.0,5.0,0.0,4.895126721735744,6.102245784225871,0.2957750364801759,0.4,0.3429419772747458,0.5427405335865285,2.0,30.33773480367342,0.0,26.49099826430921,37.3902945875329,0,0.4121690516972351,True,synthetic_demonstration,v1,26105
5.0,1.0,1.0,3.143896261804132,5.326471561582448,0.873541487371135,0.2,0.6179941839405891,0.11141092958880705,1.0,30.708856786239988,0.0,25.50965615252383,53.73791971988663,1,0.5352725439906482,True,synthetic_demonstration,v1,26105
4.0,3.0,3.0,9.377827006631954,9.86378573053559,0.23133264071279241,0.4,0.47992136333771435,0.276541991992069,0.0,6.796597402148762,1.0,24.54844454402196,41.462285737542224,0,0.5376115167865686,True,synthetic_demonstration,v1,26105
5.0,3.0,0.0,8.53447807882257,10.0,0.13460132144065784,0.2,0.662797980879028,0.41191049638434013,0.0,25.151146954189837,0.0,19.989371930098038,45.78190040946835,1,0.33943226755389405,True,synthetic_demonstration,v1,26105
2.0,4.0,1.0,7.727949751045242,8.993673352484135,0.44833881145350446,0.7,0.4444524696280379,0.4807587770376957,0.0,21.840372739192713,0.0,30.19924157874512,48.535027482656965,0,0.5203187722494093,True,synthetic_demonstration,v1,26105
3.0,2.0,0.0,3.6160762150283965,5.928176623390978,0.15552557536446243,0.7,0.3343632561524288,0.5024146320158158,0.0,13.897114017190624,0.0,33.622612103533974,46.972651504665116,1,0.46421540239361797,True,synthetic_demonstration,v1,26105
2.0,5.0,1.0,7.400657263746394,9.853223443089796,0.42735140811697475,0.2,0.5935371599561556,0.36228281417321534,0.0,60.34199858191607,1.0,18.017965782982362,36.363683698986904,0,0.38117602131078965,True,synthetic_demonstration,v1,26105
3.0,4.0,0.0,7.483683596306998,8.89529615942193,0.5386054158392518,0.2,0.530678400439712,0.5765627190440513,1.0,5.194516029728149,1.0,28.34905389970834,51.64483056252309,0,0.42878935043098976,True,synthetic_demonstration,v1,26105
5.0,4.0,1.0,5.131261473730102,6.760852483893142,0.32505253455651084,1.0,0.7213046153774115,0.6672821722621669,0.0,49.78294619657545,1.0,27.655434344472177,71.48118939308861,1,0.5904140470266908,True,synthetic_demonstration,v1,26105
5.0,5.0,0.0,7.537388497428369,7.645597815672891,0.5487908683175443,0.2,0.04153853072513915,0.26253815510364054,1.0,12.637790059763253,1.0,49.11113870610719,50.90860713656603,1,0.579239002647541,True,synthetic_demonstration,v1,26105
2.0,4.0,1.0,4.23934937268141,4.689714565531898,0.4641362012479893,1.0,0.46790531436112415,0.2829238305471257,1.0,12.607128205646562,0.0,28.00949899800564,46.50573910034913,1,0.5570642600790596,True,synthetic_demonstration,v1,26105
1.0,6.0,0.0,5.8011737107777535,6.931853335139006,0.5320522790611709,0.2,0.377960538403362,0.5350566180956886,0.0,74.96766920954738,1.0,27.1685421226768,40.02828860987837,1,0.4038180226436401,True,synthetic_demonstration,v1,26105
4.0,4.0,0.0,1.867937836897445,3.563509359140012,0.24114864168109584,0.2,0.23132934677731198,0.28515432186206263,0.0,18.6917573769095,1.0,31.338756725920682,39.009117307199595,0,0.42076384854939547,True,synthetic_demonstration,v1,26105
3.0,2.0,0.0,3.784684029044411,4.010658214815011,0.40817703823784396,1.0,0.44776660599622503,0.7331880869107343,0.0,66.11243450923179,0.0,40.79729959327104,65.86600899782181,1,0.5870490170734078,True,synthetic_demonstration,v1,26105
2.0,1.0,1.0,5.802841057519537,6.71201081775133,0.8100019245977356,1.0,0.4471189673958253,0.02004165373800533,0.0,29.26502218839655,0.0,28.487584571327222,45.95150599577358,1,0.5960918761524941,True,synthetic_demonstration,v1,26105
3.0,3.0,0.0,4.35609427870058,6.080333951384595,0.08029675621381661,1.0,0.5624855076748472,0.2986914319057508,0.0,25.092270920475844,0.0,22.16018048958159,42.46161902204669,0,0.4194326836154829,True,synthetic_demonstration,v1,26105
4.0,1.0,1.0,0.0,0.5185311343232604,0.16392962063444017,1.0,0.7072701025742707,0.609766779069434,1.0,18.573113686314066,1.0,24.10473677191373,60.4400777832912,1,0.5292257249826224,True,synthetic_demonstration,v1,26105
3.0,3.0,0.0,6.7639315920889205,7.744332229377721,0.20313411050437144,0.2,0.9283846008924824,0.17641933309344118,2.0,42.88188678806624,1.0,6.168676683650176,29.253029420879727,0,0.24858594952826774,True,synthetic_demonstration,v1,26105
1.0,3.0,0.0,8.269356811782252,10.0,0.5582750227336476,0.4,0.45766775309394453,0.19957067135764664,0.0,49.28910930425698,0.0,19.515907917966935,31.941849065858825,0,0.3779683600744188,True,synthetic_demonstration,v1,26105
5.0,2.0,1.0,9.401836267937462,10.0,0.6080052087543607,0.4,0.7445650636851299,0.03818908942115366,0.0,40.86750690884528,0.0,17.45167659627433,47.536748348599396,0,0.45984121046180704,True,synthetic_demonstration,v1,26105
4.0,1.0,0.0,6.862886576642669,7.593957413715204,0.14433069220840974,0.2,0.5301327954366553,0.47021332286986334,0.0,4.690177534998895,1.0,23.659759523343492,43.06573360565547,0,0.3483897477664607,True,synthetic_demonstration,v1,26105
3.0,2.0,0.0,4.047255146989984,6.509357519800152,0.43878131310442886,1.0,0.4241371213832971,0.2138690219729494,0.0,11.991104574881437,1.0,30.98613754428397,48.45494859666395,0,0.5214682516705745,True,synthetic_demonstration,v1,26105
3.0,5.0,1.0,5.016572986584624,6.041272041702482,0.3727501250198128,0.4,0.5286902802631971,0.12445243556792061,0.0,64.669652866158,0.0,19.092288203360773,34.67458837037254,0,0.42012368765927116,True,synthetic_demonstration,v1,26105
3.0,6.0,5.0,5.175148148210901,6.114227449311368,0.5308124322350289,0.2,0.7282625861378423,0.592212161551449,0.0,25.47537209684144,0.0,19.80993133654468,51.997736460176434,0,0.518195448799623,True,synthetic_demonstration,v1,26105
3.0,3.0,2.0,7.455667204853483,8.962818521877175,0.22126583828968474,1.0,0.7808863110471876,0.21253708737262927,0.0,25.20049541240926,0.0,14.448667230802451,42.97044401528415,1,0.4831290869678091,True,synthetic_demonstration,v1,26105
2.0,3.0,0.0,8.153264711395709,9.951509536883874,0.2816523355602049,1.0,0.1459266928502941,0.48567997207884833,0.0,29.632557008995335,0.0,42.957285823886075,49.04010741176481,0,0.5675030248472073,True,synthetic_demonstration,v1,26105
5.0,1.0,0.0,4.671626295239265,6.500810495292931,0.5404535483975071,0.2,0.32195811242529837,0.03477776302457237,3.0,30.097992750541543,0.0,31.035274756395236,42.72856041579771,0,0.5022445675693102,True,synthetic_demonstration,v1,26105
2.0,2.0,0.0,3.3264286597767376,4.868916860084746,0.34214353725706464,0.7,0.7291416933361572,0.08156973543558627,1.0,14.037642583207225,1.0,12.132566028387824,31.908529171672136,0,0.3397211481927368,True,synthetic_demonstration,v1,26105
3.0,1.0,1.0,5.75682624653606,6.0009768594139485,0.47714084006984525,1.0,0.45925970617874895,0.41941737473465934,0.0,5.384903696482102,0.0,34.50997128351816,56.60812911745921,0,0.5953787025611168,True,synthetic_demonstration,v1,26105
1.0,4.0,0.0,4.367485361016197,6.591352886903502,0.11027804071872416,0.2,0.5490716971437798,0.25202915250148517,0.0,15.939144762329411,1.0,10.440717890533524,19.577971355520084,0,0.2428366647351061,True,synthetic_demonstration,v1,26105
1.0,2.0,0.0,7.035005106277197,7.698481141147281,0.3331380914318709,0.7,0.2737695777030325,0.2913776363808891,0.0,14.72739539798023,1.0,26.108522646661275,34.02666955912789,0,0.43083317099540236,True,synthetic_demonstration,v1,26105
4.0,3.0,0.0,6.590811095193754,7.630063433448098,0.21748564409211696,1.0,0.4964006285490063,0.40830672352824604,1.0,63.54613195918849,1.0,31.635967007413562,54.727876425791536,1,0.5313391765128082,True,synthetic_demonstration,v1,26105
2.0,4.0,1.0,7.331529617676288,8.654704860046195,0.9058985687546196,0.2,0.41990563864405767,0.16996490001589742,1.0,67.45159083403956,1.0,26.74971588321218,41.596235719421905,1,0.5195941049941906,True,synthetic_demonstration,v1,26105
3.0,4.0,1.0,5.395698126828918,5.411014808866786,0.5587677167157105,1.0,0.581397274873825,0.2523159813904934,1.0,35.194343376304396,1.0,26.707017903195805,52.80025226656003,1,0.5788466050052553,True,synthetic_demonstration,v1,26105
4.0,3.0,1.0,5.1064295758539355,5.225437148360327,0.19165106613376773,0.2,0.4399244355547931,0.15585205597733934,1.0,8.414590509123151,1.0,20.814193121004372,33.246098612551066,1,0.4005837693987568,True,synthetic_demonstration,v1,26105
5.0,4.0,0.0,7.217175894441073,8.49286436315008,0.6301505929508383,1.0,0.4618451715732026,0.11848058345591497,1.0,11.440602398889421,0.0,36.38550858549434,59.90058524472799,1,0.6130537277982555,True,synthetic_demonstration,v1,26105
1.0,1.0,1.0,6.262720904927626,7.876179174137569,0.5606057205156464,0.2,0.21707480466688336,0.6757496901389546,0.0,31.169401967724603,1.0,37.24031432718229,45.66638216775457,0,0.5103861309331748,True,synthetic_demonstration,v1,26105
2.0,7.0,1.0,7.0855536173369735,8.08690945488834,0.5553215935519417,0.2,0.3254047545044789,0.320028108640852,0.0,20.03523077072644,1.0,27.550209632239174,38.084023641228356,0,0.4616488472597065,True,synthetic_demonstration,v1,26105
1.0,4.0,0.0,2.5552410635554526,3.2717167908911406,0.31537261998543165,0.7,0.16761823838968126,0.8265092906509177,1.0,70.7126378257438,0.0,44.8589421363996,52.312140672417904,0,0.5510893260887806,True,synthetic_demonstration,v1,26105
4.0,4.0,2.0,6.108267852898417,6.397318413947897,0.7124342114311764,0.7,0.3759042585223222,0.4712413964811302,0.0,24.04865714489793,0.0,44.09812234311029,64.80430416261896,0,0.6971362528307422,True,synthetic_demonstration,v1,26105
3.0,5.0,0.0,3.230654072927555,5.502130412885812,0.32203365242406595,0.2,0.5295367304360266,0.5431148324503461,1.0,2.364871065858402,1.0,24.77813694789332,45.05986044636375,0,0.37759740671103564,True,synthetic_demonstration,v1,26105
1.0,1.0,0.0,6.413511451281355,7.166944020263842,0.48904080887941564,1.0,0.2532765238687839,0.33752818257532935,1.0,16.71413561014469,0.0,34.558459436649535,44.03950661212191,1,0.5459962259364374,True,synthetic_demonstration,v1,26105
3.0,4.0,0.0,3.9845213864776676,6.415463355554943,0.11276147350123669,0.4,0.34824984797857994,0.5816202994859299,1.0,39.16668907662462,0.0,31.099179624424448,44.175747319538466,0,0.42449139645112327,True,synthetic_demonstration,v1,26105
5.0,3.0,0.0,8.77395616057879,8.78887202848506,0.5122674505938078,1.0,0.19773232959258133,0.9218674734262926,1.0,62.837861612961085,1.0,70.77377776342271,85.07204783476544,1,0.7544302312124225,True,synthetic_demonstration,v1,26105
5.0,5.0,1.0,3.683422194239407,5.614407471539096,0.4889017630567303,1.0,0.2291203199189098,0.19958239261035676,0.0,60.69104508673516,0.0,47.67704935893694,59.207927817780735,1,0.6935175031353028,True,synthetic_demonstration,v1,26105
4.0,3.0,2.0,6.377917648184263,6.679310170504898,0.30843867481523013,0.2,0.45464241635049557,0.6800363998254259,0.0,48.567054803640204,1.0,33.44620049314025,54.512240864270666,1,0.5365709066540462,True,synthetic_demonstration,v1,26105
5.0,3.0,1.0,6.516332640885182,6.684358564172061,0.27034208296194207,0.4,0.8937733700155858,0.3179990372909218,0.0,6.276176287922758,0.0,11.747550926387895,48.88851837923082,0,0.37632902449641137,True,synthetic_demonstration,v1,26105
4.0,4.0,0.0,3.1451152706537675,5.181127738510167,0.4679190359198057,0.4,0.11012137912417722,0.39672683131464903,2.0,21.95355011921054,1.0,46.75504371479419,51.58341499400786,0,0.581537040897891,True,synthetic_demonstration,v1,26105
1.0,1.0,1.0,4.3664653428477225,5.781123832807275,0.5700873549114279,0.4,0.28746800318837207,0.0615936724430644,0.0,57.72642672456072,1.0,20.710887017065104,27.407962408292953,1,0.45367416117874093,True,synthetic_demonstration,v1,26105
3.0,4.0,0.0,5.542018646713298,5.554120390991781,0.2549903396492016,1.0,0.6831366960778783,0.3029171440212023,0.0,7.328279454154189,0.0,19.698984991770192,46.97685853197212,1,0.42391672898453764,True,synthetic_demonstration,v1,26105
5.0,1.0,1.0,5.0726249331644375,5.953906888922934,0.4603680139017133,1.0,0.30506235008042837,0.19226095509299373,1.0,68.72243854210903,1.0,43.136959254346394,58.238333775797614,1,0.6816841248611697,True,synthetic_demonstration,v1,26105
4.0,1.0,0.0,5.400650186939833,6.554288205147132,0.1969385028570116,0.2,0.6862377342875579,0.15607872326418698,0.0,26.678220513099753,1.0,13.911967745121782,33.38621788567183,0,0.2933732151801473,True,synthetic_demonstration,v1,26105
2.0,2.0,0.0,3.3540795976263538,5.096646537559685,0.7133326403633253,1.0,0.32622040864373586,0.33797321174520684,2.0,60.08280078798105,0.0,39.50519250835022,54.66237842016537,1,0.6278862649214764,True,synthetic_demonstration,v1,26105
4.0,2.0,0.0,3.5270386196334016,4.320543524542122,0.530119536250288,0.2,0.45637629575805677,0.09445189480093541,0.0,26.459519939619433,0.0,24.213159074305345,39.55880472428994,1,0.4059247852671157,True,synthetic_demonstration,v1,26105
3.0,5.0,1.0,7.586619327869689,8.229549022749698,0.4604496925623697,1.0,0.42116377846363157,0.5773380622354238,1.0,24.448684559922565,1.0,39.623669657524005,61.71807449229908,0,0.6367286975759857,True,synthetic_demonstration,v1,26105
5.0,0.0,0.0,6.540178817779216,7.487958816470705,0.17503936661296304,0.2,0.32824600375479585,0.018903507523271534,0.0,40.14611198032402,0.0,23.819813847883314,33.037606928638574,0,0.38194356225690757,True,synthetic_demonstration,v1,26105
3.0,5.0,0.0,1.6294227810167268,4.0532977709924225,0.691456008953685,1.0,0.5080553260845548,0.044206503928139726,0.0,4.087546631080435,0.0,27.744970843395457,48.83362786132701,1,0.5326769647528559,True,synthetic_demonstration,v1,26105
4.0,5.0,1.0,6.454897847024515,8.800993703933957,0.11302907457932553,0.2,0.41278323372088793,0.30977672854278804,0.0,40.417023682359016,0.0,23.802397840167778,36.66791236348072,0,0.4039480797378634,True,synthetic_demonstration,v1,26105
4.0,7.0,0.0,4.494179028477358,5.829033165578267,0.3166301549961612,1.0,0.750815282134009,0.7654136133976035,0.0,35.660176938823035,0.0,25.21984098503045,69.70523034382016,1,0.5114540610948674,True,synthetic_demonstration,v1,26105
3.0,3.0,0.0,3.8342591695908643,6.095556278148289,0.7263098382925152,1.0,0.5909717890009117,0.3139715830945188,0.0,27.94714716300459,0.0,29.435799117707838,59.14675136562104,1,0.5580102281555944,True,synthetic_demonstration,v1,26105
5.0,1.0,0.0,4.8781615170897705,6.416693643224412,0.08907199739358784,0.2,0.25327813058054294,0.09500168114270785,2.0,28.60910922993025,0.0,26.328599517040885,33.55185877483448,1,0.41253458280920957,True,synthetic_demonstration,v1,26105
1.0,1.0,0.0,3.160366359134263,5.068034869863311,0.2987264497914088,0.7,0.7808294424214899,0.17491102244233514,1.0,10.382352421231126,0.0,9.782836608007427,29.09004703026695,0,0.3042316900891252,True,synthetic_demonstration,v1,26105
3.0,3.0,0.0,3.9533694728493667,4.1435944197494265,0.6723219017306595,0.7,0.4980758529524401,0.34188443384036343,1.0,5.349755128403125,0.0,31.296318056207106,54.2740027276792,0,0.5277336520230037,True,synthetic_demonstration,v1,26105
